Path	Sample Name	Tissue Category	Phenotype	Cell ID	Total Cells	Tissue Category Area (square microns)	Cell Density (per square mm)	Cell X Position	Cell Y Position	Process Region ID	Distance from Process Region Edge (microns)	Category Region ID	Distance from Tissue Category Edge (microns)	Nucleus Area (square microns)	Nucleus Area (percent)	Nucleus Compactness	Nucleus Minor Axis	Nucleus Major Axis	Nucleus Axis Ratio	Nucleus blue hematox Min (Optical Density, Peak Weighting)	Nucleus blue hematox Mean (Optical Density, Peak Weighting)	Nucleus blue hematox Max (Optical Density, Peak Weighting)	Nucleus blue hematox Std Dev (Optical Density, Peak Weighting)	Nucleus blue hematox Total (Optical Density, Peak Weighting)	Nucleus DAB Min (Optical Density, Peak Weighting)	Nucleus DAB Mean (Optical Density, Peak Weighting)	Nucleus DAB Max (Optical Density, Peak Weighting)	Nucleus DAB Std Dev (Optical Density, Peak Weighting)	Nucleus DAB Total (Optical Density, Peak Weighting)	Lab ID	Slide ID	Annotation ID	TMA Sector	TMA Row	TMA Column	TMA Field	Confidence	inForm 2.4.7467.26870
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	359				11474.9	41185.6	#N/A	#N/A	#N/A	3.0	27.3	0.02%	0.65	5.95	6.21	1.04	0.000	0.042	0.113	0.024	4.545	0.061	0.236	0.430	0.093	25.685		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	48.69%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	360				11357.9	41185.6	#N/A	#N/A	#N/A	0.5	20.3	0.01%	0.64	5.28	5.41	1.03	0.000	0.084	0.155	0.035	6.769	0.061	0.256	0.518	0.127	20.744		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	64.60%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	L	361				11413.9	41185.6	#N/A	#N/A	196	15.1	23.5	0.01%	0.82	5.01	5.51	1.10	0.073	0.186	0.315	0.050	17.468	0.068	0.530	0.866	0.217	49.866		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	84.42%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	362				11369.4	41187.1	#N/A	#N/A	47	2.9	24.5	0.02%	0.61	5.09	6.88	1.35	0.034	0.109	0.171	0.025	10.644	0.154	0.424	0.622	0.118	41.551		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	92.23%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	363				11328.4	41187.1	#N/A	#N/A	#N/A	2.1	13.0	0.01%	0.78	4.00	4.51	1.13	0.009	0.036	0.071	0.016	1.853	0.048	0.148	0.257	0.049	7.711		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	56.75%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	364				11383.4	41188.1	#N/A	#N/A	47	4.5	31.8	0.03%	0.69	6.33	6.97	1.10	0.033	0.108	0.174	0.028	13.707	0.157	0.389	0.531	0.086	49.366		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	95.85%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	365				11360.9	41188.6	#N/A	#N/A	#N/A	0.7	21.5	0.01%	0.71	5.45	5.47	1.00	0.035	0.087	0.123	0.017	7.500	0.011	0.071	0.127	0.023	6.127		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	47.16%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	366				11375.9	41189.1	#N/A	#N/A	47	3.5	24.8	0.02%	0.71	5.22	6.09	1.17	0.038	0.100	0.140	0.023	9.851	0.071	0.353	0.591	0.090	34.976		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	77.75%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	367				11343.4	41189.6	#N/A	#N/A	#N/A	1.6	21.8	0.01%	0.52	3.70	7.44	2.01	0.014	0.087	0.144	0.030	7.568	0.021	0.055	0.103	0.017	4.752		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	75.58%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	368				11403.4	41191.1	#N/A	#N/A	196	8.1	33.5	0.01%	0.65	5.20	8.80	1.69	0.028	0.141	0.325	0.054	18.898	0.037	0.444	0.913	0.228	59.498		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	71.08%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	369				11354.4	41191.6	#N/A	#N/A	196	6.7	28.5	0.01%	0.53	4.75	8.87	1.87	0.009	0.106	0.200	0.049	12.027	0.050	0.222	0.483	0.118	25.269		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	86.90%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	370				11335.4	41191.1	#N/A	#N/A	#N/A	0.5	22.3	0.02%	0.67	4.71	6.20	1.32	0.024	0.076	0.117	0.018	6.805	0.025	0.092	0.194	0.041	8.214		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	50.70%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	371				11392.4	41192.1	#N/A	#N/A	#N/A	2.5	29.0	0.01%	0.58	5.10	8.63	1.69	0.054	0.162	0.283	0.063	18.805	0.160	0.391	0.646	0.132	45.341		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	65.29%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	372				11363.9	41193.1	#N/A	#N/A	196	4.3	20.3	0.01%	0.61	4.05	6.16	1.52	0.036	0.103	0.198	0.034	8.310	0.028	0.339	0.639	0.163	27.484		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	68.91%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	373				10950.9	41193.1	#N/A	#N/A	201	3.5	18.3	0.01%	0.64	4.74	5.45	1.15	0.030	0.085	0.153	0.025	6.192	0.156	0.308	0.453	0.075	22.499		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	85.84%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	374				11296.4	41193.1	#N/A	#N/A	#N/A	1.1	25.5	0.01%	0.73	5.52	6.01	1.09	0.050	0.087	0.133	0.017	8.881	0.034	0.085	0.290	0.055	8.636		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	43.99%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	375				11330.9	41193.6	#N/A	#N/A	#N/A	2.5	28.3	0.01%	0.55	4.92	8.89	1.80	0.019	0.081	0.126	0.022	9.202	0.014	0.149	0.477	0.141	16.826		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	75.54%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	376				10943.9	41196.1	#N/A	#N/A	201	3.5	45.3	0.02%	0.51	6.70	10.23	1.53	0.012	0.075	0.161	0.027	13.607	0.093	0.350	0.623	0.106	63.351		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	83.56%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	377				11381.4	41195.1	#N/A	#N/A	196	3.0	26.8	0.01%	0.76	5.01	6.52	1.30	0.044	0.195	0.328	0.069	20.816	0.065	0.437	0.792	0.226	46.744		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	60.21%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	L	378				11385.9	41195.1	#N/A	#N/A	196	3.0	10.0	0.00%	0.87	3.50	3.51	1.00	0.091	0.142	0.184	0.022	5.661	0.124	0.389	0.509	0.111	15.571		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	74.16%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	379				10953.9	41197.6	#N/A	#N/A	#N/A	0.7	31.3	0.03%	0.54	5.88	8.71	1.48	0.068	0.124	0.200	0.026	15.472	0.173	0.472	0.690	0.102	59.028		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.76%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	380				11368.4	41196.6	#N/A	#N/A	196	5.9	19.0	0.01%	0.70	4.74	5.81	1.22	0.036	0.128	0.225	0.047	9.720	0.054	0.261	0.513	0.137	19.798		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	62.16%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	L	381				11405.9	41197.1	#N/A	#N/A	196	14.1	20.3	0.01%	0.64	5.21	5.42	1.04	0.000	0.096	0.144	0.027	7.811	0.008	0.314	0.529	0.146	25.419		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	56.69%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	382				11247.9	41198.1	#N/A	#N/A	196	12.5	37.3	0.01%	0.75	6.01	7.50	1.25	0.016	0.061	0.108	0.017	9.033	0.141	0.288	0.475	0.071	42.976		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	90.91%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	O	383				11441.9	41196.6	#N/A	#N/A	#N/A	0.7	12.8	0.01%	0.82	3.50	5.00	1.43	0.043	0.160	0.300	0.055	8.141	0.046	0.120	0.205	0.041	6.110		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	35.03%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	384				11354.4	41199.1	#N/A	#N/A	196	13.0	45.8	0.02%	0.62	6.01	10.50	1.75	0.020	0.079	0.130	0.024	14.423	0.049	0.186	0.355	0.063	34.083		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	65.32%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	385				10947.9	41199.6	#N/A	#N/A	#N/A	1.8	28.0	0.02%	0.54	5.10	6.87	1.35	0.018	0.116	0.226	0.051	12.950	0.138	0.476	0.707	0.152	53.272		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	97.90%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	386				10958.4	41201.1	#N/A	#N/A	#N/A	1.0	47.8	0.04%	0.45	7.21	9.37	1.30	0.043	0.138	0.239	0.038	26.408	0.254	0.523	0.747	0.099	99.942		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.99%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	O	387				11449.4	41200.1	#N/A	#N/A	#N/A	3.0	23.8	0.01%	0.68	4.50	7.01	1.56	0.032	0.118	0.227	0.047	11.163	0.000	0.019	0.053	0.014	1.790		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	95.59%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	388				11373.4	41199.6	#N/A	#N/A	196	7.5	17.8	0.01%	0.62	3.69	5.81	1.57	0.030	0.123	0.250	0.057	8.751	0.055	0.195	0.352	0.075	13.880		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	75.75%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	389				11251.9	41202.6	#N/A	#N/A	196	9.6	19.0	0.01%	0.66	3.69	6.87	1.86	0.038	0.086	0.119	0.020	6.557	0.053	0.107	0.162	0.024	8.131		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	57.41%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	390				11338.4	41202.1	#N/A	#N/A	196	11.0	27.5	0.01%	0.68	4.51	8.01	1.78	0.038	0.111	0.181	0.037	12.243	0.013	0.057	0.135	0.026	6.254		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	50.72%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	F	391				11471.4	41202.6	#N/A	#N/A	#N/A	1.0	16.5	0.01%	0.64	3.69	6.16	1.67	0.006	0.018	0.027	0.005	1.192	0.046	0.111	0.200	0.039	7.356		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	52.35%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	392				10953.9	41204.1	#N/A	#N/A	54	5.6	47.8	0.04%	0.59	7.21	8.64	1.20	0.061	0.161	0.274	0.048	30.844	0.314	0.579	0.806	0.114	110.528		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	100.00%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	N	NL	393				10929.9	41203.6	#N/A	#N/A	149	4.3	15.0	0.08%	0.84	4.01	4.50	1.12	0.008	0.015	0.025	0.004	0.922	0.067	0.116	0.188	0.031	6.949		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	90.32%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	N	NL	394				10935.9	41205.6	#N/A	#N/A	#N/A	1.0	23.3	0.13%	0.73	5.01	6.01	1.20	0.034	0.115	0.182	0.035	10.654	0.035	0.096	0.162	0.036	8.949		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	51.52%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	395				10962.4	41204.6	#N/A	#N/A	#N/A	1.1	12.5	0.01%	0.70	4.01	4.50	1.12	0.016	0.069	0.134	0.030	3.462	0.150	0.359	0.494	0.087	17.968		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	94.17%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	396				11441.4	41206.1	#N/A	#N/A	196	8.5	31.0	0.01%	0.62	5.47	7.23	1.32	0.000	0.069	0.119	0.028	8.500	0.125	0.382	0.643	0.097	47.380		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	58.57%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	Tar	NL	397				10993.9	41208.1	#N/A	#N/A	#N/A	2.0	30.5	1.89%	0.57	5.65	8.33	1.47	0.019	0.065	0.283	0.041	7.970	0.060	0.118	0.338	0.037	14.440		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	49.56%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	398				11422.4	41207.6	#N/A	#N/A	196	5.4	21.0	0.01%	0.73	5.02	5.50	1.09	0.018	0.057	0.097	0.017	4.759	0.077	0.198	0.348	0.074	16.598		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	47.70%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	399				10952.9	41209.6	#N/A	#N/A	54	8.7	40.8	0.03%	0.52	6.43	9.39	1.46	0.032	0.100	0.153	0.021	16.367	0.241	0.393	0.592	0.079	64.089		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.97%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	400				10960.4	41209.1	#N/A	#N/A	54	5.8	10.8	0.01%	0.69	3.63	4.53	1.25	0.013	0.037	0.071	0.014	1.596	0.092	0.177	0.277	0.043	7.594		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	97.38%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	401				10923.4	41210.1	#N/A	#N/A	#N/A	1.0	23.5	0.01%	0.67	4.77	6.51	1.37	0.017	0.060	0.097	0.015	5.613	0.096	0.193	0.298	0.056	18.131		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	46.06%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	L	402				11458.4	41210.1	#N/A	#N/A	196	6.5	11.0	0.00%	0.76	3.41	4.31	1.26	0.044	0.091	0.145	0.026	3.992	0.095	0.288	0.410	0.083	12.661		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	46.88%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	403				10936.9	41213.6	#N/A	#N/A	#N/A	4.0	66.3	0.05%	0.61	9.25	9.51	1.03	0.000	0.069	0.182	0.041	18.191	0.056	0.161	0.313	0.052	42.626		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	85.36%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	F	404				11353.4	41211.1	#N/A	#N/A	196	13.9	19.3	0.01%	0.67	4.00	6.52	1.63	0.047	0.132	0.224	0.046	10.167	0.000	0.033	0.053	0.014	2.520		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	58.60%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	Tar	Tar	405				10996.4	41212.6	#N/A	#N/A	6	3.6	19.8	1.22%	0.69	4.51	6.01	1.33	0.006	0.105	0.381	0.091	8.260	0.062	0.138	0.361	0.062	10.888		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	79.61%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	Tar	406				10991.9	41213.1	#N/A	#N/A	#N/A	0.5	22.5	0.02%	0.71	5.00	6.00	1.20	0.015	0.057	0.276	0.038	5.131	0.056	0.108	0.283	0.034	9.686		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	49.71%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	407				11469.4	41212.6	#N/A	#N/A	53	2.8	19.8	0.02%	0.69	4.51	5.52	1.22	0.000	0.042	0.079	0.019	3.330	0.057	0.173	0.260	0.050	13.682		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	49.33%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	408				11456.4	41213.6	#N/A	#N/A	196	5.8	24.8	0.01%	0.71	5.50	6.00	1.09	0.007	0.100	0.210	0.040	9.921	0.123	0.403	0.720	0.153	39.887		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	51.76%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	409				11451.4	41214.1	#N/A	#N/A	196	10.1	21.0	0.01%	0.69	5.02	5.93	1.18	0.021	0.110	0.196	0.042	9.209	0.101	0.348	0.539	0.118	29.204		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	51.64%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	410				10948.9	41219.1	#N/A	#N/A	#N/A	4.5	167.3	0.14%	0.58	14.51	14.99	1.03	0.025	0.115	0.241	0.041	76.815	0.159	0.534	0.786	0.116	357.467		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	100.00%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	411				10960.9	41218.1	#N/A	#N/A	54	7.2	69.3	0.06%	0.34	9.20	13.99	1.52	0.016	0.054	0.127	0.020	14.834	0.060	0.226	0.555	0.096	62.595		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	97.85%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	412				11380.4	41216.1	#N/A	#N/A	196	7.4	16.3	0.01%	0.75	4.01	5.50	1.37	0.025	0.050	0.074	0.010	3.228	0.126	0.247	0.376	0.075	16.034		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	54.11%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	413				11387.9	41217.1	#N/A	#N/A	196	14.2	15.8	0.01%	0.73	4.04	5.10	1.26	0.030	0.105	0.167	0.029	6.632	0.032	0.247	0.497	0.132	15.579		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	57.84%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	414				10933.9	41221.6	#N/A	#N/A	54	6.1	68.0	0.06%	0.38	7.80	13.70	1.76	0.004	0.054	0.124	0.022	14.639	0.037	0.118	0.274	0.045	32.104		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	64.99%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	415				10922.9	41218.1	#N/A	#N/A	54	2.8	17.3	0.01%	0.75	4.02	5.51	1.37	0.023	0.054	0.080	0.015	3.720	0.054	0.104	0.166	0.032	7.208		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	68.29%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	416				11394.4	41218.6	#N/A	#N/A	196	20.5	42.8	0.02%	0.45	5.01	12.50	2.49	0.036	0.098	0.178	0.030	16.744	0.019	0.198	0.493	0.130	33.933		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	46.61%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	417				11468.9	41220.1	#N/A	#N/A	#N/A	1.5	36.5	0.03%	0.68	6.52	7.23	1.11	0.013	0.076	0.114	0.024	11.164	0.173	0.400	0.580	0.093	58.472		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	97.49%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	418				11370.4	41219.6	#N/A	#N/A	#N/A	1.8	23.3	0.02%	0.73	5.11	5.80	1.13	0.012	0.035	0.069	0.009	3.237	0.061	0.120	0.188	0.033	11.119		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	53.32%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	L	419				11410.9	41219.1	#N/A	#N/A	196	7.6	21.3	0.01%	0.82	4.51	5.51	1.22	0.027	0.104	0.139	0.024	8.877	0.069	0.352	0.574	0.145	29.938		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	74.98%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	420				11424.9	41219.6	#N/A	#N/A	55	4.7	15.0	0.01%	0.78	4.01	5.01	1.25	0.010	0.027	0.042	0.007	1.634	0.060	0.123	0.202	0.038	7.383		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	80.26%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	421				11436.9	41221.1	#N/A	#N/A	55	5.3	24.5	0.02%	0.61	5.46	6.51	1.19	0.000	0.022	0.059	0.016	2.168	0.040	0.089	0.153	0.022	8.769		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	50.48%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	422				11334.9	41222.1	#N/A	#N/A	196	13.4	44.5	0.02%	0.66	6.51	9.00	1.38	0.004	0.063	0.126	0.024	11.186	0.110	0.316	0.496	0.085	56.275		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	72.62%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	Tar	Tar	423				10899.4	41223.6	#N/A	#N/A	7	5.0	20.3	1.25%	0.38	4.51	8.01	1.78	0.007	0.153	0.384	0.090	12.422	0.021	0.155	0.443	0.095	12.585		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	48.50%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	424				11356.9	41222.1	#N/A	#N/A	196	5.4	23.0	0.01%	0.72	5.00	6.00	1.20	0.007	0.090	0.149	0.035	8.297	0.074	0.247	0.417	0.083	22.759		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	67.87%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	425				11454.4	41222.1	#N/A	#N/A	196	5.0	16.0	0.01%	0.79	4.50	4.52	1.00	0.000	0.074	0.135	0.041	4.719	0.048	0.111	0.198	0.034	7.122		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	65.81%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	Tar	O	426				10907.4	41223.1	#N/A	#N/A	7	3.6	22.0	1.36%	0.69	5.01	5.80	1.16	0.000	0.023	0.046	0.010	1.996	0.081	0.168	0.264	0.046	14.816		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	45.28%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	Tar	Tar	427				10896.9	41224.6	#N/A	#N/A	7	4.2	12.0	0.74%	0.77	4.00	4.01	1.00	0.040	0.141	0.338	0.075	6.790	0.021	0.151	0.333	0.087	7.236		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	69.31%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	428				11440.9	41226.6	#N/A	#N/A	#N/A	0.5	41.5	0.03%	0.67	7.22	7.58	1.05	0.001	0.027	0.059	0.014	4.447	0.031	0.123	0.246	0.041	20.474		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	41.70%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	Tar	O	429				10904.4	41227.1	#N/A	#N/A	7	7.5	19.8	1.22%	0.62	4.11	7.08	1.72	0.001	0.126	0.375	0.080	9.960	0.026	0.153	0.393	0.088	12.048		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	52.40%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	Tar	O	430				11352.4	41227.6	#N/A	#N/A	#N/A	1.5	19.3	1.19%	0.67	5.00	5.51	1.10	0.020	0.068	0.387	0.068	5.262	0.033	0.120	0.502	0.078	9.248		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	98.72%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	431				11422.9	41228.1	#N/A	#N/A	#N/A	0.5	34.8	0.01%	0.70	6.16	7.22	1.17	0.000	0.024	0.052	0.011	3.329	0.062	0.157	0.262	0.043	21.782		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	54.61%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	432				11469.4	41229.6	#N/A	#N/A	#N/A	1.6	42.8	0.02%	0.62	7.22	7.94	1.10	0.009	0.056	0.089	0.018	9.630	0.084	0.285	0.430	0.074	48.675		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	94.63%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	E	433				11775.4	41230.1	#N/A	#N/A	#N/A	0.5	25.8	0.01%	0.50	4.70	8.24	1.76	0.008	0.032	0.063	0.012	3.342	0.075	0.140	0.217	0.032	14.463		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	75.86%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	434				11799.9	41234.1	#N/A	#N/A	#N/A	#N/A	71.8	0.06%	0.51	6.52	14.50	2.22	0.049	0.101	0.163	0.024	29.037	0.098	0.388	0.626	0.131	111.362		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	99.83%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	E	435				10970.9	41231.1	#N/A	#N/A	54	4.6	39.8	0.03%	0.52	5.21	10.30	1.98	0.010	0.033	0.053	0.009	5.296	0.047	0.085	0.126	0.018	13.593		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	46.67%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	T	NL	436				11370.9	41230.6	#N/A	#N/A	56	3.8	26.5	0.02%	0.69	5.46	6.51	1.19	0.030	0.075	0.120	0.017	7.989	0.076	0.196	0.294	0.049	20.797		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	42.98%	
Z:\LCNEC\qptiff\27\Scan1	27_Scan1.qptiff	S	NL	437				11790.9	41229.6	#N/A	#N/A	#N/A	0.5	17.5	0.01%	0.76	3.50	6.00	1.71	0.000	0.032	0.075	0.014	2.243	0.066	0.148	0.264	0.053	10.344		27_Scan1	27_Scan1_[11338,41280]	0	0	0	0	71.95%	
